i_trial,noise,frac_real,n_evals,is_finished,r2,reward,symbolic_solution,expression,test_r2,test_expression,test_expression_pre,result_analysis_time
3,0.001,0.5,244190,True,0.9999971572168064,0.9983167824849384,False,-0.721 + 2.375/(exp(0.228*r) + exp(r/(r + 4.377)) - 1.226),0.9999994437553728,-1.071 + 2.375/(exp(0.228*r) + exp(r/(r + 4.377)) - 1.226),[add add add div A add add exp div r add r R exp div r R c A E_t E_t],96.0882339477539
10,0.001,0.5,242362,True,0.9999978803395052,0.9985462111923838,True,-0.887 + 3.778*log(r + 1)/r,0.9999999974052344,-1.766 + 3.778*log(r + 1)/r,[add E_t div log div add add r R r R div r div R div r div r inv A],1.1704950332641602
11,0.001,0.5,243838,True,0.9999977654320116,0.9985073840871596,False,-1.848 + 6.07/log(7.389*exp(0.659*r) - 1.911),0.9999999544662992,-1.562 + 6.07/log(7.389*exp(0.659*r) - 1.911),[add E_t div A log add div exp add div add r R R div R R 1.0 c],76.44729709625244
12,0.001,0.5,240081,True,0.9999977270112628,0.9984946261286854,True,(-1.514*r + 3.779*log(r + 1) - 0.001)/r,0.9999999977444078,-1.767 - 3.779*log(1/(r + 1))/r,[add A add E_t add mul log div R add r R div R div r A A],0.8832230567932129
13,0.001,0.5,245126,True,0.999997718655714,0.99849186594472,True,(-1.572*r + 3.784*log(-0.998*r - 1))/r,0.9999999839484304,(-1.768*r + 3.784*log(-0.998*r - 1))/r,[add E_t mul mul div log add div r r add add add div r R c c c r R A],22.45776057243347
14,0.001,0.5,240806,True,0.9999974032772374,0.9983911575440176,False,(-1.012*r**2 - 2.277*r + 6.246)/(0.483*r**2 + 3.518*r + 4.126),0.9999997820185696,-1.606 + 7.331/(0.695*r + 0.695*r/(0.695*r + 2.032) + 2.032),[add E_t add div A add div add r div r add div r R c R c E_t],49.76826095581055
15,0.001,0.5,242899,True,0.9999977345604608,0.9984971243205528,False,(-0.591*r**2 - 0.931*r + 5.583)/(0.329*r**2 + 2.543*r + 3.037),0.9999999011423264,-1.629 + 11.035/(r*(0.329*r + 1.546)/(0.329*r + 1) + 3.037),[add div A div add R div r div add div r R 1.0 add add div r R c c R E_t],49.0354540348053
16,0.001,0.5,242237,True,0.9999979701101712,0.9985772849800908,True,-1.625 + 3.776*log(r + 1)/r,0.9999999944969988,-1.766 + 3.776*log(r + 1)/r,[sub E_t div div log mul add r mul R div R R inv R r inv div R inv A],1.069169998168945
17,0.001,0.5,240410,True,0.9999976886465164,0.9984819942312791,False,(7.07 - 1.81*(r + 0.644)**0.756)/(1.395*(r + 0.644)**0.756 + 1.323),0.999999969429324,-1.769 + 8.787/(1.394*(r + 0.644)**0.756 + 1.323),[add add E_t div A add exp div log add div R R div r R c c E_t],58.2804069519043
18,0.001,0.5,241397,True,0.9999970373258896,0.9982817155579364,False,(-0.684*r**2 - 4.406*r + 5.53)/(0.263*r**2 + 3.307*r + 4.614),0.9999994393623458,-1.798 + 4.181/(0.263*r + 1.102*r/(r + 4.181) + 1.102),[sub add E_t div R add add div r div add R r div R A div R A div r A A],54.598918199539185
19,0.001,0.5,241815,True,0.999994735458541,0.9977107936300924,True,(0.045 - 0.011*r)/(0.012*r + 0.021),0.9999976184870004,-0.036*r - 0.036*r/(0.012*r + 0.021) + 1.995,[add E_t add add add div add r div r add div r R exp c div R A E_t A E_t],1.456167221069336
20,0.001,0.5,243165,True,0.9999979080937996,0.9985557465324912,False,(-1.48*r**2 + 0.725*r + 17.285)/(1.035*r**2 + 7.087*r + 7.895),0.9999999682089928,-3.619*r/(r + r/(1.035*r + 4.087) + 1.932) + 2.009,[add E_t div A div add add R add div r add add add div r R c c c r R r],40.38598990440369
21,0.001,0.5,240110,True,0.9999976478118526,0.9984686640855888,True,-1.416 + 3.777*log(r + 1)/r,0.9999999995349642,-1.766 - 3.777*log(1/(r + 1))/r,[sub E_t div log div R add r R div r div R inv A],0.9043750762939452
0,0.001,1.0,241704,True,0.999997761417611,0.9985060459489198,True,-2.255 + 3.779*log(r + 1)/r,0.9999999935604308,-1.767 + 3.779*log(r + 1)/r,[add E_t add mul mul log add div r R div r r A div R r E_t],0.920706033706665
1,0.001,1.0,242923,True,0.9999978861228996,0.998548192963006,True,-0.887 + 3.777*log(r + 1)/r,0.9999999981446483,-1.766 + 3.777*log(r + 1)/r,[add sub div mul log add mul div div r R R R add c add c 1.0 R div r A A E_t],1.1918647289276123
2,0.001,1.0,240425,True,0.9999978281634953,0.9985284534357104,True,-1.793 + 3.777*log(r + 1)/r,0.9999999971482132,-1.766 + 3.777*log(r + 1)/r,[add sub E_t mul mul add log div add R r R add exp c c R inv div r A A],1.2483341693878174
3,0.001,1.0,243608,True,0.9999977736931114,0.9985101415952676,True,-1.416 + 3.776*log(r + 1)/r,0.9999999993886776,-1.766 + 3.776*log(r + 1)/r,[sub add E_t div log div add R r R div div r R A A],1.0116491317749023
10,0.001,1.0,240902,True,0.9999978307131828,0.9985293162001008,False,-0.68 + 6.074/log(7.389*exp(0.661*r) - 1.897),0.9999999698813092,-1.559 + 6.074/log(7.389*exp(0.661*r) - 1.897),[add div A log add add exp div add add add R r r R R 1.0 c E_t],78.71005201339722
11,0.001,1.0,245708,True,0.9999978497787176,0.9985357837882995,True,(-2.054*r + 3.779*log(-r - 1))/r,0.9999999978342528,-1.767 + 3.779*log(-r - 1)/r,[sub add add div log neg add div R R add div r R c div r div R inv A E_t E_t A],22.148627996444706
12,0.001,1.0,242526,True,0.9999978399469678,0.9985324449955628,True,-1.514 + 3.777*log(r + 1)/r,0.999999999773924,-1.766 + 3.777*log(r + 1)/r,[sub add add add E_t E_t mul log add div r R 1.0 div R div r A A A],0.876727819442749
13,0.001,1.0,243943,True,0.9999977456766336,0.9985008105131546,True,-1.57 + 3.779*log(r + 1)/r,0.9999999969221148,-1.767 + 3.779*log(r + 1)/r,[sub mul log neg sub mul r neg div exp 1.0 R 1.0 div R neg div r A E_t],1.414013147354126
14,0.001,1.0,245977,True,0.9999976850381675,0.9984808115821862,False,-2.013 + 7.072/(log(2.718*exp(0.819*r) - 0.632) + 1.264),0.9999997921574724,-1.528 + 7.073/(log(2.718*exp(0.817*r) - 0.632) + 1.263),[add div A add add log sub exp add div R R div r R c c c E_t],86.74838304519653
15,0.001,1.0,242872,True,0.9999978535947844,0.998537081759462,True,(-1.931*r + 3.778*log(r + 1) - 0.001)/r,0.9999999978094052,-1.767 - 3.778*log(1/(r + 1))/r,[add div add log div R add R r inv div R r div r div R inv A E_t],1.3660049438476562
16,0.001,1.0,240965,True,0.9999975141949372,0.9984258382851968,False,1.147*exp(-0.162*r + 2.351/(r + 2.351)) - 0.976,0.999999817211366,1.147*exp(-0.162*r + 2.351/(r + 2.351)) - 1.117,[sub add A div exp div R add R r div exp neg div c div R r A E_t],1121.887288093567
17,0.001,1.0,243779,True,0.99999770636798,0.9984878159909304,True,-1.295 + 3.776*log(r + 1)/r,0.9999999989045232,-1.766 + 3.776*log(r + 1)/r,[add div log add div r r div r R inv div R div r A E_t],1.267843246459961
18,0.001,1.0,242822,True,0.9999977219123356,0.9984929411378142,True,-2.565 - 3.778*log(-1/(r + 1))/r,0.9999999955668376,-1.767 - 3.778*log(-1/(r + 1))/r,[sub div log div R sub neg div r div r r R mul r inv mul R A E_t],52.74708890914917
19,0.001,1.0,241776,True,0.9999977834601086,0.9985134083913996,True,-1.586 + 3.776*log(r + 1)/r,0.999999997499708,-1.766 - 3.776*log(1/(r + 1))/r,[sub add E_t mul neg log div R add R r div R div r A A],1.3547189235687256
20,0.001,1.0,240528,True,0.9999978004045118,0.9985190930078618,True,(-1.586*r + 3.779*log(-r - 1))/r,0.9999999991052791,-1.767 + 3.779*log(-r - 1)/r,[add E_t add E_t div log add div add r add R R R c div r div R inv A],22.06109404563904
21,0.001,1.0,242837,True,0.9999978171070752,0.9985247180233328,True,-1.416 + 3.778*log(r + 1)/r,0.9999999992808384,-1.766 + 3.778*log(r + 1)/r,[add add E_t E_t add add mul mul log add div r R div R R R inv neg div r A A A],1.1203899383544922
0,0.01,1e-06,243536,True,0.9916198384615416,0.9161341297561963,False,0.581*(1 - 0.932*r)**0.871/r**0.871 + 0.309,0.9981664264510264,1.377 - 2.234*(-1 + 0.077/r)**18.357,[sub E_t sub mul mul neg exp div log sub div R r 1.0 c A c E_t],30.7735276222229
1,0.01,1e-06,243181,True,0.9997309324560844,0.9838614467328012,False,(-0.584*r - 11.281*log(r + 3.47) + 11.281*log(2.004*r + 3.485))/r,0.9999919340355768,-1.405 + 10.509*log(r/(r + 3.232) + 1.003)/r,[add mul mul div log add c div r add add r R R r R A E_t],27.12481927871704
2,0.01,1e-06,242787,True,0.999744119199608,0.9842555775264328,False,(13.457 - 4.759*r)/(3.455*r + 7.06),0.9795375238369144,1.961 - 25.304/(7.746 + 15.098/r),[sub sub mul E_t add exp add log add div A add mul R div E_t r E_t c c c A E_t],34.00130796432495
3,0.01,1e-06,241087,True,0.9998013627109612,0.9861020024613604,False,4.054 - 1.739*exp(0.007*r*(0.007*r + 1.008)/(0.007*r + 0.008)),0.9990918741535746,4.125 - 1.769*exp(0.007*r + 0.007*r/(0.007*r + 0.005)),[add A mul exp div add add add R R div r add div r R c r R E_t],13.00539493560791
10,0.01,1e-06,244986,True,0.999647703642042,0.9815762463929228,False,0.641*log(0.011 - 1.011*exp(-1.329*r) - 0.752/r) + 1.725,0.0,log(-1 - 0.368*exp(-r) - 1/r) + 1,[add A mul log neg add add inv exp add c div r R c div R r E_t],181.8413927555084
11,0.01,1e-06,242741,True,0.9996613306561436,0.9819295783854448,False,-0.291*r/(0.305 + 0.543*exp(-3.47/r)) + 1.468,0.9995466157974578,-0.205*r/(0.244 + 0.614*exp(-5.035/r)) + 1.694,[add mul R div mul div div A add exp neg add add div R r c c c R r R E_t],120.63983702659608
12,0.01,1e-06,245121,True,0.9998075401912416,0.9863168378919052,False,6.579*(1.413/r)**(r/(7.308*r + 1.413)) - 5.74,0.999946449496082,6.846*exp(log(1.457/r)/(7.619 + 1.457/r)) - 6.283,[sub add A add mul exp div log div R r add div R r c E_t E_t E_t],113.18540000915527
13,0.01,1e-06,244725,True,0.9998001527358285,0.9860603268932704,False,-0.767*r*(log((0.976*r + 5.07)/(0.977*r - 0.121)) - 0.024) + 2.527,0.9999964536026364,-0.743*r*(log((0.976*r + 5.27)/(0.976576*r - 0.12648)) - 0.024) + 2.317,[add neg mul mul add log inv add inv add div add r R r c c c r inv div R A E_t],77.7719030380249
14,0.01,1e-06,242573,True,0.9921439141171404,0.9185818945508142,False,1.095 - 0.73*r,0.9611678941458026,0.52*log(exp(-0.952*r)) + 1.37305763885088,[sub mul div log div exp inv mul neg R inv r c R div R neg div c E_t A],18.44797205924988
15,0.01,1e-06,240580,True,0.9998290145149692,0.987092636688134,False,-0.693*log(r) + 0.693*log(exp((-1.158*r**2 - 0.864)/r) + 0.658) + 0.849966099512623,0.9999437821440718,0.696*log((0.9 + 1.457*exp(-(1.111*r**2 + 0.9)/r))/r) + 0.789,[add add mul log div add div R exp add div r R add div R r c R r A E_t A],170.67935609817505
16,0.01,1e-06,240901,True,0.999821922009245,0.9868311463366038,False,1.315*log(1.056*exp(1/(1.034*r + 1)) - 0.945) + 1.315,0.8510847699449678,-101.26*log(0.824*exp(1/(264.613*r + 1)) - 1.193) - 101.26,[add mul E_t log sub add exp add inv add div r R 1.0 c c 1.0 E_t],40.64793086051941
17,0.01,1e-06,240195,True,0.999618991070074,0.9808542641920276,False,(3.154 - 0.768*r**0.837)/(0.611*r**0.837 + 1.195),0.9999785343506375,-1.343 + 3.376/(0.521*r**0.984 + 1.017),[add A div E_t add exp div log inv div R r c c],101.68605613708496
18,0.01,1e-06,242115,True,0.9996341918146864,0.9812328303454688,False,1.024*log(0.063 + 0.342/r - 0.322*exp(-2.921*r)/r) + 1.024,0.9997271615782686,1.407*log(0.155 + (0.628 - 0.538*exp(-1.592*r))/r) + 1.407,[sub neg mul log add mul sub R div inv exp add inv div R r c inv R inv r c A A],79.52151083946228
19,0.01,1e-06,242190,True,0.9998308079294078,0.987159634349824,False,(6.977 - 0.243*log(exp(7.804*r) - 1.354))/(0.209*log(exp(7.804*r) - 1.354) + 3.287),0.9999461059160684,-1.326 + 10.695/(0.236*log(exp(6.927*r) - 1.406) + 3.27),[add mul E_t add div E_t add mul log add exp inv div R r c A E_t c E_t],106.79245209693909
20,0.01,1e-06,240547,True,0.9998275980582396,0.9870399756158716,False,0.944*log(exp(r/(r*(4.569*r + 0.992) + 0.219)) - 0.992) + 2.563,0.999764943759518,0.916*log(exp(r/(r*(4.632*r + 0.995) + 0.216)) - 0.995) + 2.366,[add add mul log sub exp inv add add div r R div R r c c E_t A E_t],88.06398010253906
21,0.01,1e-06,243402,True,0.9997776710874284,0.9853083646135646,False,0.326/(r**0.5*log(1.005 + 0.006/r)**0.5) - 1.882,0.982953779906357,0.111*(zoo/r)**0.5 - 2.32,[sub neg A mul E_t sqrt div R mul log add div R r c r],2.905225992202759
0,0.01,0.25,244166,True,0.999745181355395,0.9842877749217044,False,-1.532*r/log(exp(0.437*r + 1) - 0.448) + 1.52,0.9999998379334842,-1.52*r/log(exp(0.431*r + 1) - 0.473) + 2.011,[add add A sub add div r div log add exp add div r r div r R c div A R E_t A A],63.85631895065307
1,0.01,0.25,240959,True,0.999793909701412,0.9858473281200848,False,-1.517*r/log(2.718*exp(0.431*r) - 0.472) + 2.889,0.9999998409393038,-1.519*r/log(2.718*exp(0.431*r) - 0.468) + 2.009,[add div r div log add add add exp div add R r R c c c inv div R A E_t],77.16435408592224
2,0.01,0.25,241018,True,0.9997731689242308,0.9851625532992636,True,-1.793 - 3.773*log(-0.998/(r + 0.998))/r,0.9999999746425248,-1.766 - 3.775*log(-1/(r + 1))/r,[sub mul log div neg R add r R div R neg div r A E_t],49.79067611694336
3,0.01,0.25,242097,True,0.9997921916194068,0.9857892949135032,False,-2.899 + 7.97/log(2.412*r + 4.567),0.9999994839287818,-3.237 + 7.962/log(2.440098*r + 4.571),[sub add add add add E_t div A log add mul div r R add div r r c c A E_t E_t A],61.44590187072754
10,0.01,0.25,244540,True,0.9997902922471472,0.9857254245126889,False,2.886 - 3.594/(exp(0.858/(r + 3.836)) + 1.918/r),0.9999998044335108,2.009 - 3.594/(exp(0.851/(r + 3.823)) + 1.911/r),[add div A add exp div R div add add r R R c div R r E_t],60.61969614028931
11,0.01,0.25,243413,True,0.9997982479394536,0.9859949812733386,False,(5.067 - 2.43*(r + 0.834)**0.693)/(1.134*(r + 0.834)**0.693 + 0.693),0.9999999480010672,-1.857 + 6.547/(1.134*(r + 0.834)**0.692 + 0.692),[add E_t div A add exp div log div add r add R r R inv c c],59.97630500793457
12,0.01,0.25,243744,True,0.9997868210876576,0.9856094634848332,False,(0.819 - 0.272*(r + 0.795)**0.7)/(0.171*(r + 0.795)**0.7 + 0.113),0.9999999127906962,-1.85 + 1/(0.17*(r + 0.8)**0.701 + 0.113),[add add inv add div exp div log add inv div R r c c A inv A E_t E_t],60.24034523963928
13,0.01,0.25,241045,True,0.9997981526798972,0.9859917216584848,False,(2.249 - 0.676*r**0.91)/(0.501*r**0.91 + 1),0.9999977603193227,-1.541 + 3.603/(0.506*r**0.907 + 1),[add div A sub add add exp add div log div r R c c c 1.0 c E_t],31.871920824050903
14,0.01,0.25,245477,True,0.9997671404588092,0.9849696236270408,False,(-0.059*r**2 - 3.027*r + 5)/(1.899*r + 3.354),0.9999986291320888,1.997 - 3.15/(0.029 + (1.737 + 1.737/(0.029 + 1.737/r))/r),[add E_t div A add add div add R div R add add div R r c c r c c],32.61580801010132
15,0.01,0.25,242866,True,0.999780219046615,0.985391559220966,False,-1.25 + 3.076*exp(-r*(0.014*r + 0.119)/(0.085*r + 0.205)),0.9999994434581226,-1.081 + 3.078*exp(-r*(0.01445*r + 0.11934)/(0.085*r + 0.202)),[add E_t add div A exp div add add r r div r add div r R c R E_t],31.249583959579468
16,0.01,0.25,242133,True,0.9998058856778544,0.9862589553899692,True,-1.63 + 3.804*log(0.992*r + 1)/r,0.9999998612093284,-1.772 + 3.804*log(0.992*r + 1)/r,[sub E_t sub div mul log add div add r add R R R c R div r A A],1.0000739097595217
17,0.01,0.25,241617,True,0.9997751839466096,0.9852276277943371,False,-2.768 + 8.003/log(2.476*r + 4.596),0.9999995470367664,-3.248 + 8.005/log(2.452*r + 4.595),[add add div div A log add div r div R exp div R R exp c c E_t E_t],62.03279709815979
18,0.01,0.25,241238,True,0.9997463403780876,0.9843229877366698,False,(-0.683*r**2 - 4.372*r + 5.487)/(0.263*r**2 + 3.289*r + 4.565),0.9999992527003388,-1.794 + 4.165/(0.264*r + 1.098*r/(r + 4.165) + 1.098),[sub E_t div R add add div R div add R r div r A div R A div r A],52.32559418678284
19,0.01,0.25,243426,True,0.999804350980236,0.986205490762671,False,(-12.831*r**2 + 20.164*r + 98.592)/(9.422*r**2 + 48.383*r + 44.909),0.9999997088882604,2.016 - 12.841/(3.61 + 6.702/(r - r/(3.61 + 6.702/r))),[add E_t div A sub div R sub neg div r neg add div R r c r c],51.74025273323059
20,0.01,0.25,244446,True,0.9997826608838364,0.985471755838592,False,-0.934 + 3.124*exp(-r*(0.065*r + 0.555)/(0.404*r + 0.934)),0.9999991342538226,-1.129 + 3.133*exp(-0.427*r*(0.372 + 1.129/(0.483*r + 1.129))),[add E_t div A exp div r div R add div E_t add div r div R E_t E_t c],57.847854137420654
21,0.01,0.25,241550,True,0.9997746442770548,0.9852101700015252,False,4.071/(0.836*r + 1)**0.549 - 1.713,0.9999996444537878,4.068*(1/(0.839*r + 1))**0.55 - 2.059,[add mul A exp div log inv add div r div R c 1.0 c E_t],35.04206991195679
0,0.01,0.5,242114,True,0.9997727832232536,0.9851501311917852,False,-4.007 + 9.794/log(3.518*r + 5.885),0.9999988495709288,-3.511 + 9.79/log(3.544*r + 5.89),[add E_t add add add add add add add div A log add div r R c E_t A E_t E_t E_t E_t E_t],57.20759987831116
1,0.01,0.5,243483,True,0.9997925317602274,0.9858007645142702,False,-0.242 + 3.126*exp(-r*(0.16*r + 1.375)/(r + 2.342)),0.9999997463593712,-1.125 + 3.128*exp(-0.854*r*(0.187 + 1.172/(r + 2.343))),[add mul exp mul add div R add R add R r inv c neg div r R A E_t],86.51180505752563
2,0.01,0.5,246387,True,0.999776426590654,0.985267908343432,True,(-1.801*r + 3.809*log(-0.992*r - 1))/r,0.999999863993964,(-1.773*r + 3.806*log(-0.365*E*r - 1))/r,[sub mul mul div log add div neg div r R inv exp inv div r r c r R A E_t],22.734190940856937
3,0.01,0.5,244996,True,0.999774913863004,0.9852188881551724,False,8.64*exp(1/log(4.494*r + 7.949)) - 11.643,0.9999991386914118,8.638*exp(1/log(4.521*r + 7.952)) - 11.986,[add E_t add mul exp inv log add add div r R div R R c A E_t],37.21204781532288
10,0.01,0.5,243739,True,0.9997880846766332,0.9856515629890732,False,3.439 - 4.29*exp(-0.659*log(-3.035*r - 1.01)/r),0.9999998796388,2.561 - 4.291*exp(-0.658*log(-3.04*r - 1.011)/r),[add E_t add mul exp mul div log add add div r r div add r r R c r R A E_t],169.9387481212616
11,0.01,0.5,244689,True,0.9997800527501022,0.9853861143039228,False,-1.412 + 3.129*exp(-0.16*r*(0.16*r + 1.377)/(0.16*r + 0.377)),0.9999997953546848,-1.122 + 3.126*exp(-0.16*r*(0.16*r + 1.375)/(0.16*r + 0.375)),[sub div A exp div add r div r add div r R c R E_t],100.10651326179504
12,0.01,0.5,241628,True,0.9997727896931874,0.9851503394766272,True,-1.52 + 3.803*log(0.994*r + 1)/r,0.9999999082913592,-1.768 + 3.789*log(0.996*r + 1)/r,[add E_t mul mul div log add add inv div R r div div r r 1.0 c r R A],1.1465232372283936
13,0.01,0.5,240338,True,0.9997718224583528,0.985119235367438,True,-1.584 + 3.844*log(0.983*r + 1)/r,0.9999990337475986,-1.781 + 3.843*log(0.983*r + 1)/r,[neg add add add add E_t add mul mul div log add add div r R c c r R A E_t E_t E_t E_t],1.1441450119018557
14,0.01,0.5,244919,True,0.999771660684603,0.9851140397165749,False,-1.868 + 0.645*exp(-0.149*r) + 0.645/(0.149*r + 0.236),0.999999720913848,-1.374 + 0.641*exp(-0.149*r) + 0.641/(0.149*r + 0.235),[sub add div A exp div r R div A add div r R c E_t],40.99537801742554
15,0.01,0.5,241759,True,0.9997798105102008,0.9853781866210198,False,-1.26 + 3.088*exp(-0.167*r*(0.167*r + 1.401)/(0.167*r + 0.401)),0.9999996313849158,-1.093 + 3.093*exp(-0.167*r*(0.167*r + 1.395)/(0.167*r + 0.395)),[sub div A exp div add r div r add add div r R c c R E_t],98.98981094360352
16,0.01,0.5,241307,True,0.9997971082654205,0.9859560353595984,False,1.689*log((-0.138*r - 0.862)/(r + 0.758)) + 1.945,0.999999494998936,1.689*log(r/(r + 0.761) - 1.137) + 1.802,[add E_t add mul log sub div r div r div r add R r c A A],82.56689405441284
17,0.01,0.5,240209,True,0.9997745982726012,0.9852086827975424,False,0.44*r - 1.816*log(0.461*r + (0.242*r + 0.678)*exp(0.242*r)) + 1.774,0.9999975298441938,1.305 - 1.82*log(0.242*r + 0.458*r*exp(-0.242*r) + 0.681),[sub E_t mul log add div add add R div r exp add add div r R c c r R c A],88.94395709037781
18,0.01,0.5,242126,True,0.9997541444178228,0.9845622775385092,False,(-0.621*r**2 - 4.001*r + 5.021)/(0.239*r**2 + 3*r + 4.189),0.9999994444534022,-1.799 + 15.878/(r + r/(0.239*r + 1) + 4.183),[add mul div R add add r div r add div r r div r R R A E_t],50.87911581993103
19,0.01,0.5,240640,True,0.9997947650492922,0.9858763127280994,False,-0.936 + 3.118*exp(-r*(0.013*r + 0.112)/(0.081*r + 0.191)),0.9999997649491212,-1.115 + 3.119*exp(-r*(0.013122*r + 0.11178)/(0.081*r + 0.19)),[add E_t add div A exp div add r add div r add div r R c r R E_t],32.19638395309448
20,0.01,0.5,241016,True,0.9997934085404944,0.9858303743417448,False,4.055/(0.84*r + 1)**0.553 - 1.864,0.9999996424600778,4.059/(0.836*r + 1)**0.553 - 2.05,[add div A div exp add div log add div r R div r r c 1.0 c E_t],34.66646695137024
21,0.01,0.5,241363,True,0.9997649258443128,0.9848993961761932,False,4/(0.813*r + 1)**0.572 - 1.644,0.9999998880481058,4.502*(1/(r + 1.229))**0.572 - 1.994,[add E_t sub A mul exp div log mul div div R add r R R R c A],34.49798607826233
0,0.01,1.0,240709,True,0.9997766039429036,0.9852736666395768,False,1.524 - 49.865/(log(26.026/r) + 13.693 + 26.026/r),0.9999995023450028,2.011 - 49.866/(log(26.025/r) + 13.702 + 26.025/r),[add E_t add div A add add add add log div R r div R r c c c E_t],160.51861095428467
1,0.01,1.0,240862,True,0.9997884701844566,0.9856644328000328,True,-0.884 + 3.777*log(r + 1)/r,0.9999999814161272,-1.767 + 3.784*log(0.998*r + 1)/r,[add E_t sub A div mul log add div add R div r exp c R c R div r A],1.4280970096588137
2,0.01,1.0,243964,True,0.99978312718444,0.9854871230583236,True,(-1.795*r + 3.785*log(-0.999*r - 1))/r,0.999999728814218,-1.769 + 3.785*log(-0.999*r - 1)/r,[add add add div mul log div add r R neg R R neg div r A A E_t A],22.569582223892212
3,0.01,1.0,244503,True,0.9997768607702732,0.9852820095169484,False,-3.162 + 9.8/log(3.553*r + 5.898),0.9999988767388251,-3.514 + 9.801/log(3.548*r + 5.896),[add E_t div R mul log div add R r div R c div R A],59.918940782547
10,0.01,1.0,245090,True,0.9997859799952624,0.9855815115895794,True,-0.888 + 3.783*log(0.998*r + 1)/r,0.9999999883218332,-1.768 + 3.783*log(0.998*r + 1)/r,[add add E_t sub sub div mul log add div r R c R div r A A A A],1.2332100868225098
11,0.01,1.0,243278,True,0.9997848197489788,0.985543045880311,False,-1.403 + 3.118*exp(-0.162*r*(0.162*r + 1.381)/(0.162*r + 0.381)),0.9999998103175828,-1.115 + 3.116*exp(-0.162*r*(0.162*r + 1.382)/(0.162*r + 0.382)),[sub E_t div div A exp div add add div r add div r R c r R R c],98.99680304527284
12,0.01,1.0,240455,True,0.9997839613466994,0.9855146558491924,True,(-1.516*r + 3.79*log(-0.996*r - 1))/r,0.9999999687324784,-1.769 + 3.79*log(-0.996*r - 1)/r,[add E_t add add mul sub add mul div log add add exp c div r R c r R c c A A E_t],22.503015995025635
13,0.01,1.0,243858,True,0.999774642082084,0.985210099040298,True,-1.579 + 3.82*log(0.988*r + 1)/r,0.9999998172938448,-1.772 + 3.804446*log(0.993*r + 1)/r,[add A add neg add add div add mul log add div r R exp c R r div r A E_t E_t E_t],1.339590072631836
14,0.01,1.0,241724,True,0.9997873330940488,0.9856265066992757,False,1.52 - 52.385/(log(27.615/r) + 14.393 + 27.615/r),0.999999425224773,2.008 - 52.386/(log(27.614/r) + 14.396 + 27.614/r),[add sub add div A add add div R r add c log div R r c A A E_t],100.72234106063844
15,0.01,1.0,244665,True,0.9997857590803424,0.985574179332144,False,1.837 - 6.779/(1 + (r + 0.28*r*exp(-0.271*r) + 3.683)/r),0.9999996087468302,2.003 - 6.785/(1 + (r + 0.283*r*exp(-0.272*r) + 3.679)/r),[add div A add div add r add div r exp add div r R inv c R r 1.0 E_t],52.322102069854736
16,0.01,1.0,242366,True,0.9997773535472024,0.9852980309199794,True,-1.629 + 3.801*log(-0.993*r - 1)/r,0.9999998757391192,-1.771 + 3.801*log(-0.993*r - 1.568 + 0.209*E)/r,[add add div log add add div r R exp add div r r c c div r mul R A E_t E_t],22.218146085739136
17,0.01,1.0,240680,True,0.9997711112053156,0.9850964063519136,False,-2.725 + 7.706/log(2.307*r + 4.403),0.999999631207126,-3.198 + 7.706/log(2.3*r + 4.403),[add E_t add div A log add div add r div R add exp c c R c E_t],82.16296529769897
18,0.01,1.0,244088,True,0.9997727137128962,0.985147893656096,False,(-0.828*r**2 - 2.361*r + 3.497)/(0.344*r**2 + 2.484*r + 2.903),0.9999997721622684,-1.6 + 3.603/(r*(0.345*r + 1.489)/(r + 2.902) + 1),[sub add add E_t div A add div r div add R r add c div r R 1.0 E_t A],54.3602089881897
19,0.01,1.0,244194,True,0.9997789074595348,0.9853486723469906,False,-0.921 + 3.103*exp(-0.165*r*(0.165*r + 1.39)/(0.165*r + 0.39)),0.9999997906945332,-1.101 + 3.099*exp(-0.165*r*(0.165*r + 1.391)/(0.165*r + 0.391)),[add add div A exp div add div add r div r add add div r R c c R c 1.0 E_t E_t],101.33612895011902
20,0.01,1.0,244671,True,0.9997803744816456,0.9853966504262278,False,4.066/(0.842*r + 1)**0.55 - 1.875,0.999999750906588,4.065*(1/(0.84*r + 1))**0.55 - 2.055,[add mul exp mul log inv add inv div r r div r R c A E_t],35.32663607597351
21,0.01,1.0,243709,True,0.9997818192843346,0.9854440632938612,True,(-1.416*r + 3.781*log(0.705*r + 0.706) + 1.318)/r,0.9999999527593072,-1.768 + 1.867*(2.025*log(0.705*r + 0.706) + 0.706)/r,[add E_t sub mul add mul log add div r R c exp c c mul R inv div r A A],1.705543041229248
0,0.1,1e-06,240607,True,0.5294752116793982,0.5931380706643242,False,0.441*(1 - 0.969*r**0.5)**0.433 + 0.276,0.9984555127488628,9.471 - 8.676*(0.025 - r**0.5)**0.167,[mul 1.0 add mul exp mul log add neg sqrt mul r div c R c c E_t A],27.821045875549316
1,0.1,1e-06,241287,True,0.9740262254740945,0.861204929965615,False,-0.261 + 5.685*log(1.174*exp(1.376/r) + 1)/r - 7.822/r**2,0.9992020450379138,-0.947 - 4.514*log(1/(1.192 + exp(-1.204/r)))/r,[add add div mul log inv add exp inv div r R c R div r A A E_t],140.1952018737793
